timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-31T14:21:33,logistic_regression_heatwave,fb3e265d-8b01-4ecd-9493-6d0521cf1e73,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5618965000030585,4.711186506804503e-06,3.016324389481171e-06,12.043764192,7.962032360001228,20.0,3.5091597904374983e-06,3.4266694082241145e-06,5.826966111069649e-06,1.2762795309731262e-05,0.0,United States,USA,virginia,,,Windows-11-10.0.26200-SP0,3.12.3,3.2.6,16,AMD Ryzen 7 7800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 4070 Ti SUPER,-77.0911,38.8865,31.213401794433597,machine,0,0,0,0,N,1.0,0.0
2026-03-31T14:21:53,random_forest_heatwave,5b35ec22-5cfa-4be5-9c63-f7055696d0fa,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.745300300011877,5.414831555180408e-06,3.1025214143053544e-06,12.155832876000002,7.348982629926042,20.0,4.1994465446762375e-06,3.560558404114289e-06,6.908993333409954e-06,1.466899828220048e-05,0.0,United States,USA,virginia,,,Windows-11-10.0.26200-SP0,3.12.3,3.2.6,16,AMD Ryzen 7 7800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 4070 Ti SUPER,-77.0911,38.8865,31.213401794433594,machine,0,0,0,0,N,1.0,0.0
