"STATION","DATE","DAPR","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00440021","2000-01-01",,,,"0.00","0.0","0.0","57","29","39",,,,,,
"USC00440021","2000-01-02",,,,"0.00","0.0","0.0","65","34","37",,,,,,
"USC00440021","2000-01-03",,,,"0.00","0.0","0.0","69","35","46",,,,,,
"USC00440021","2000-01-04",,,,"0.02","0.0","0.0","72","47","63",,,,,,
"USC00440021","2000-01-05",,,,"0.14","0.0","0.0","64","27","27",,,,,,
"USC00440021","2000-01-06",,,,"0.00","0.0","0.0","36","22","23",,,,,,
"USC00440021","2000-01-07",,,,"0.00","0.0","0.0","49","20","21",,,,,,
"USC00440021","2000-01-08",,,,"0.00","0.0","0.0","49","19","21",,,,,,
"USC00440021","2000-01-09",,,,"0.00","0.0","0.0","47","26","37",,,,,,
"USC00440021","2000-01-10",,,,"1.21","0.0","0.0","48","40","47",,,,,,
"USC00440021","2000-01-11",,,,"0.00","0.0","0.0","55","29","47",,,,,,
"USC00440021","2000-01-12",,,,"0.00","0.0","0.0","55","24","26",,,,,,
"USC00440021","2000-01-13",,,,"0.26","0.0","0.0","63","24","51",,,,,,
"USC00440021","2000-01-14",,,,"0.00","0.0","0.0","56","20","20",,,,,,
"USC00440021","2000-01-15",,,,"0.00","0.0","0.0","56","17","19",,,,,,
"USC00440021","2000-01-16",,,,"0.00","0.0","0.0","44","19","42",,,,,,
"USC00440021","2000-01-17",,,,"0.00","0.0","0.0","44","19","24",,,,,,
"USC00440021","2000-01-18",,,,"0.48","6.0","6.0","40","24","30",,,,,,
"USC00440021","2000-01-19",,,,"0.00","0.0","3.0","64","24","26",,,,,,
"USC00440021","2000-01-20",,,,"0.37","2.0","5.0","39","26","33",,,,,,
"USC00440021","2000-01-21",,,,"0.06","2.0","3.0","33","11","11",,,,,,
"USC00440021","2000-01-22",,,,"0.00","0.0","2.0","23","8","12",,,,,,
"USC00440021","2000-01-23",,,,"0.25","4.0","5.0","27","12","26",,,,,,
"USC00440021","2000-01-24",,,,"0.00","0.0","5.0","37","26","33",,,,,,
"USC00440021","2000-01-25",,,,"0.00","0.0","2.0","35","12","12",,,,,,
"USC00440021","2000-01-26",,,,"0.04","1.0","3.0","26","12","17",,,,,,
"USC00440021","2000-01-27",,,,"0.00","0.0","3.0","24","4","10",,,,,,
"USC00440021","2000-01-28",,,,"0.00","0.0","3.0","25","1","17",,,,,,
"USC00440021","2000-01-29",,,,"0.00","0.0","3.0","40","18","33",,,"    1",,,
"USC00440021","2000-01-30",,,,"0.70","1.0","5.0","40","28","30",,,,,,
"USC00440021","2000-01-31",,,,"0.12","0.5","5.0","35","21","22",,,,,,
"USC00440021","2000-02-01",,,,"0.00","0.0","5.0","28","23","24",,,,,,
"USC00440021","2000-02-02",,,,"0.00","0.0","4.0","31","22","23",,,,,,
"USC00440021","2000-02-03",,,,"0.00","0.0","3.0","37","15","27",,,,,,
"USC00440021","2000-02-04",,,,"0.00","0.0","3.0","44","28","34",,,,,,
"USC00440021","2000-02-05",,,,"0.03","1.0","4.0","35","25","26",,,,,,
"USC00440021","2000-02-06",,,,"0.00","0.0","3.0","36","14","15",,,,,,
"USC00440021","2000-02-07",,,,"0.00","0.0","0.0","50","17","20",,,,,,
"USC00440021","2000-02-08",,,,"0.00","0.0","1.0","49","19","24",,,,,,
"USC00440021","2000-02-09",,,,"0.00","0.0","0.0","51","24","26",,,,,,
"USC00440021","2000-02-10",,,,"0.00","0.0","0.0","54","25","29",,,,,,
"USC00440021","2000-02-11",,,,"0.00","0.0","0.0","63","29","50",,,,,,
"USC00440021","2000-02-12",,,,"0.20","0.0","0.0","59","29","39",,,,,,
"USC00440021","2000-02-13",,,,"0.17","0.0","0.0","46","32","33",,,,,,
"USC00440021","2000-02-14",,,,"0.72","0.0","0.0","58","33","51",,,,,,
"USC00440021","2000-02-15",,,,"0.00","0.0","0.0","58","33","38",,,,,,
"USC00440021","2000-02-16",,,,"0.00","0.0","0.0","65","35","65",,,,,,
"USC00440021","2000-02-17",,,,"0.00","0.0","0.0","66","26","28",,,,,,
"USC00440021","2000-02-18",,,,"0.40","0.0","0.0","54","27","43",,,,,,
"USC00440021","2000-02-19",,,,"0.10","0.0","0.0","66","43","51",,,,,,
"USC00440021","2000-02-20",,,,"0.00","0.0","0.0","51","31","31",,,,,,
"USC00440021","2000-02-21",,,,"0.00","0.0","0.0","42","30","32",,,,,,
"USC00440021","2000-02-22",,,,"0.00","0.0","0.0","52","29","35",,,,,,
"USC00440021","2000-02-24",,,,"0.00","0.0","0.0","70","35","48",,,,,,
"USC00440021","2000-02-25",,,,"0.00","0.0","0.0","67","44","45",,,,,,
"USC00440021","2000-02-26",,,,"0.00","0.0","0.0","73","40","41",,,,,,
"USC00440021","2000-02-27",,,,"0.00","0.0","0.0","74","40","52",,,,,,
"USC00440021","2000-02-28",,,,"0.38","0.0","0.0","60","32","32",,,,,,
"USC00440021","2000-02-29",,,,"0.00","0.0","0.0","56","28","28",,,,,,
"USC00440021","2000-03-01",,,,"0.00","0.0","0.0","66","33","37",,,,,,
"USC00440021","2000-03-02",,,,"0.00","0.0","0.0","61","39","39",,,,,,
"USC00440021","2000-03-03",,,,"0.00","0.0","0.0","56","27","34",,,,,,
"USC00440021","2000-03-04",,,,"0.00","0.0","0.0","58","35","43",,,,,,
"USC00440021","2000-03-05",,,,"0.00","0.0","0.0","60","26","29",,,,,,
"USC00440021","2000-03-06",,,,"0.00","0.0","0.0","65","33","36",,,,,,
"USC00440021","2000-03-07",,,,"0.00","0.0","0.0","71","36","41",,,,,,
"USC00440021","2000-03-08",,,,"0.00","0.0","0.0","74","38","42",,,,,,
"USC00440021","2000-03-09",,,,"0.00","0.0","0.0","78","42","48",,,,,,
"USC00440021","2000-03-10",,,,"0.00","0.0","0.0","78","42","54",,,,,,
"USC00440021","2000-03-11",,,,"0.71","0.0","0.0","73","51","52",,,,,,
"USC00440021","2000-03-12",,,,"0.81","0.0","0.0","58","29","30",,,,,,
"USC00440021","2000-03-13",,,,"0.00","0.0","0.0","35","20","26",,,,,,
"USC00440021","2000-03-14",,,,"0.00","0.0","0.0","51","20","31",,,,,,
"USC00440021","2000-03-15",,,,"0.00","0.0","0.0","60","31","41",,,,,,
"USC00440021","2000-03-16",,,,"0.00","0.0","0.0","69","31","51",,,,,,
"USC00440021","2000-03-17",,,,"0.60","0.0","0.0","69","31","42",,,,,,
"USC00440021","2000-03-18",,,,"0.00","0.0","0.0","44","28","33",,,,,,
"USC00440021","2000-03-19",,,,"0.00","0.0","0.0","58","33","39",,,,,,
"USC00440021","2000-03-20",,,,"0.42","0.0","0.0","54","39","45",,,,,,
"USC00440021","2000-03-21",,,,"0.37","0.0","0.0","57","41","41",,,,,,
"USC00440021","2000-03-22",,,,"0.00","0.0","0.0","55","41","47",,,,,,
"USC00440021","2000-03-23",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00440021","2000-03-24",,,,"0.00","0.0","0.0","72","37","44",,,,,,
"USC00440021","2000-03-25",,,,"0.00","0.0","0.0","74","44","48",,,,,,
"USC00440021","2000-03-26",,,,"0.25","0.0","0.0","73","39","43",,,,,,
"USC00440021","2000-03-27",,,,"0.00","0.0","0.0","68","37","43",,,,,,
"USC00440021","2000-03-28",,,,"0.27","0.0","0.0","54","31","39",,,,,,
"USC00440021","2000-03-29",,,,,"0.0","0.0",,,,,,,,,
"USC00440021","2000-03-30",,,,"0.16","0.0","0.0","59","30","42",,,,,,
"USC00440021","2000-03-31",,,,"0.00","0.0","0.0","61","31","37",,,,,,
"USC00440021","2000-04-01",,,,"0.00","0.0","0.0","69","35","46",,,,,,
"USC00440021","2000-04-02",,,,"0.02","0.0","0.0","74","47","52",,,,,,
"USC00440021","2000-04-03",,,,"0.52","0.0","0.0","65","52","55",,,,,,
"USC00440021","2000-04-04",,,,"0.88","0.0","0.0","71","46","46",,,,,,
"USC00440021","2000-04-05",,,,"0.06","0.0","0.0","48","31","32",,,,,,
"USC00440021","2000-04-06",,,,"0.00","0.0","0.0","55","32","47",,,,,,
"USC00440021","2000-04-07",,,,"0.00","0.0","0.0","72","46","48",,,,,,
"USC00440021","2000-04-08",,,,"0.00","0.0","0.0","80","48","58",,,,,,
"USC00440021","2000-04-09",,,,"0.35","0.0","0.0","80","28","30",,,,,,
"USC00440021","2000-04-10",,,,"0.00","0.0","0.0","52","30","31",,,,,,
"USC00440021","2000-04-11",,,,"0.00","0.0","0.0","67","30","44",,,,,,
"USC00440021","2000-04-12",,,,"0.19","0.0","0.0","64","50","50",,,,,,
"USC00440021","2000-04-13",,,,"0.00","0.0","0.0","55","40","41",,,,,,
"USC00440021","2000-04-14",,,,"0.23","0.0","0.0","46","40","46",,,,,,
"USC00440021","2000-04-15",,,,"0.04","0.0","0.0","64","40","51",,,,,,
"USC00440021","2000-04-16",,,,"0.37","0.0","0.0","68","51","56","    1",,,,,
"USC00440021","2000-04-17",,,,"0.00","0.0","0.0","74","49","50",,,,,,
"USC00440021","2000-04-18",,,,"0.00","0.0","0.0","70","46","46",,,,,,
"USC00440021","2000-04-19",,,,"0.05","0.0","0.0","48","46","48",,,,,,
"USC00440021","2000-04-20",,,,"0.00","0.0","0.0","71","46","48",,,,,,
"USC00440021","2000-04-21",,,,"0.18","0.0","0.0","83","46","52",,,,,,
"USC00440021","2000-04-22",,,,"0.14","0.0","0.0","55","38","40",,,,,,
"USC00440021","2000-04-23",,,,"0.00","0.0","0.0","48","33","40",,,,,,
"USC00440021","2000-04-24",,,,"0.00","0.0","0.0","65","41","50",,,,,,
"USC00440021","2000-04-25",,,,"0.36","0.0","0.0","65","41","46",,,,,,
"USC00440021","2000-04-26",,,,"0.18","0.0","0.0","52","45","46",,,,,,
"USC00440021","2000-04-27",,,,"0.00","0.0","0.0","63","32","35",,,,,,
"USC00440021","2000-04-28",,,,"0.00","0.0","0.0","66","35","52",,,,,,
"USC00440021","2000-04-29",,,,"0.06","0.0","0.0","57","41","41",,,,,,
"USC00440021","2000-04-30",,,,"0.09","0.0","0.0","65","37","38",,,,,,
"USC00440021","2000-05-01",,,,"0.00","0.0","0.0","74","39","43",,,,,,
"USC00440021","2000-05-02",,,,"0.00","0.0","0.0","78","44","61",,,,,,
"USC00440021","2000-05-03",,,,"0.00","0.0","0.0","79","44","51",,,,,,
"USC00440021","2000-05-04",,,,"0.00","0.0","0.0","80","44","59",,,,,,
"USC00440021","2000-05-05",,,,"0.00","0.0","0.0","78","51","55",,,,,,
"USC00440021","2000-05-06",,,,"0.00","0.0","0.0","82","54","57",,,,,,
"USC00440021","2000-05-07",,,,"0.00","0.0","0.0","83","54","58",,,,,,
"USC00440021","2000-05-08",,,,"0.00","0.0","0.0","84","56","61",,,,,,
"USC00440021","2000-05-09",,,,"0.00","0.0","0.0","83","56","63",,,,,,
"USC00440021","2000-05-10",,,,"0.00","0.0","0.0","82","61","64",,,,,,
"USC00440021","2000-05-11",,,,"0.00","0.0","0.0","74","41","47",,,,,,
"USC00440021","2000-05-12",,,,"0.00","0.0","0.0","83","47","61",,,,,,
"USC00440021","2000-05-13",,,,"0.00","0.0","0.0","87","61","70",,,,,,
"USC00440021","2000-05-14",,,,"0.00","0.0","0.0","84","47","49",,,,,,
"USC00440021","2000-05-15",,,,"0.00","0.0","0.0","71","40","45",,,,,,
"USC00440021","2000-05-16",,,,"0.00","0.0","0.0","71","38","45",,,,,,
"USC00440021","2000-05-17",,,,"0.03","0.0","0.0","74","49","54",,,,,,
"USC00440021","2000-05-18",,,,"0.00","0.0","0.0","78","54","60",,,,,,
"USC00440021","2000-05-19",,,,"0.00","0.0","0.0","87","60","68",,,,,,
"USC00440021","2000-05-20",,,,"0.16","0.0","0.0","84","62","66",,,,,,
"USC00440021","2000-05-21",,,,"0.34","0.0","0.0","84","61","61",,,,,,
"USC00440021","2000-05-22",,,,"0.52","0.0","0.0","84","59","60",,,,,,
"USC00440021","2000-05-23",,,,"0.00","0.0","0.0","71","51","54",,,,,,
"USC00440021","2000-05-24",,,,"0.34","0.0","0.0","73","54","64",,,,,,
"USC00440021","2000-05-25",,,,"0.74","0.0","0.0","75","64","64",,,,,,
"USC00440021","2000-05-26",,,,"0.10","0.0","0.0","75","48","48",,,,,,
"USC00440021","2000-05-27",,,,"0.09","0.0","0.0","79","48","60",,,,,,
"USC00440021","2000-05-28",,,,"0.97","0.0","0.0","83","60","64",,,,,,
"USC00440021","2000-05-29",,,,"0.69","0.0","0.0","72","53","56",,,,,,
"USC00440021","2000-05-30",,,,"0.04","0.0","0.0","68","50","55",,,,,,
"USC00440021","2000-05-31",,,,"0.00","0.0","0.0","77","50","58",,,,,,
"USC00440021","2000-06-01",,,,"0.00","0.0","0.0","82","58","64",,,,,,
"USC00440021","2000-06-02",,,,"0.00","0.0","0.0","84","60","67",,,,,,
"USC00440021","2000-06-03",,,,"0.00","0.0","0.0","84","62","65",,,,,,
"USC00440021","2000-06-04",,,,"0.00","0.0","0.0","77","59","65",,,,,,
"USC00440021","2000-06-05",,,,"0.00","0.0","0.0","78","59","65",,,,,,
"USC00440021","2000-06-06",,,,"1.40","0.0","0.0","73","53","56",,,,,,
"USC00440021","2000-06-07",,,,"0.00","0.0","0.0","73","44","53",,,,,,
"USC00440021","2000-06-08",,,,"0.00","0.0","0.0","76","48","59",,,,,,
"USC00440021","2000-06-09",,,,"0.00","0.0","0.0","79","48","59",,,,,,
"USC00440021","2000-06-10",,,,"0.00","0.0","0.0","85","56","61",,,,,,
"USC00440021","2000-06-11",,,,"0.00","0.0","0.0","88","60","63",,,,,,
"USC00440021","2000-06-12",,,,"0.00","0.0","0.0","88","60","66",,,,,,
"USC00440021","2000-06-13",,,,"0.00","0.0","0.0","89","62","69",,,,,,
"USC00440021","2000-06-14",,,,"0.00","0.0","0.0","89","64","71",,,,,,
"USC00440021","2000-06-15",,,,"0.37","0.0","0.0","90","62","70",,,,,,
"USC00440021","2000-06-16",,,,"0.88","0.0","0.0","87","63","66",,,,,,
"USC00440021","2000-06-17",,,,"0.00","0.0","0.0","81","66","70",,,,,,
"USC00440021","2000-06-18",,,,"0.59","0.0","0.0","85","63","67",,,,,,
"USC00440021","2000-06-19",,,,"0.42","0.0","0.0","85","63","68",,,,,,
"USC00440021","2000-06-20",,,,"0.19","0.0","0.0","78","61","65",,,,,,
"USC00440021","2000-06-21",,,,"0.00","0.0","0.0","84","64","67",,,,,,
"USC00440021","2000-06-22",,,,"0.14","0.0","0.0","85","63","64",,,,,,
"USC00440021","2000-06-23",,,,"0.00","0.0","0.0","79","57","65",,,,,,
"USC00440021","2000-06-24",,,,"0.00","0.0","0.0","83","60","64",,,,,,
"USC00440021","2000-06-25",,,,"0.00","0.0","0.0","89","60","67",,,,,,
"USC00440021","2000-06-26",,,,"0.08","0.0","0.0","87","63","67",,,,,,
"USC00440021","2000-06-27",,,,"0.37","0.0","0.0","87","62","65",,,,,,
"USC00440021","2000-06-28",,,,"0.14","0.0","0.0","87","62","69",,,,,,
"USC00440021","2000-06-29",,,,"1.60","0.0","0.0","72","61","61",,,,,,
"USC00440021","2000-06-30",,,,"0.00","0.0","0.0","78","52","59",,,,,,
"USC00440021","2000-07-01",,,,"0.00","0.0","0.0","78","56","63",,,,,,
"USC00440021","2000-07-02",,,,"0.00","0.0","0.0","82","54","65",,,,,,
"USC00440021","2000-07-03",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00440021","2000-07-04",,,,"0.45","0.0","0.0","87","58","66",,,,,,
"USC00440021","2000-07-05",,,,"0.12","0.0","0.0","85","66","69",,,,,,
"USC00440021","2000-07-06",,,,"0.85","0.0","0.0","75","69","70",,,,,,
"USC00440021","2000-07-07",,,,"0.00","0.0","0.0","85","65","71",,,,,,
"USC00440021","2000-07-08",,,,"0.00","0.0","0.0","83","58","63",,,,,,
"USC00440021","2000-07-09",,,,"0.00","0.0","0.0","85","62","64",,,,,,
"USC00440021","2000-07-10",,,,"0.00","0.0","0.0","86","67","70",,,,,,
"USC00440021","2000-07-11",,,,"0.34","0.0","0.0","88","65","66",,,,,,
"USC00440021","2000-07-12",,,,"0.22","0.0","0.0","82","68","69",,,,,,
"USC00440021","2000-07-13",,,,"1.86","0.0","0.0","82","66","66",,,,,,
"USC00440021","2000-07-14",,,,"0.00","0.0","0.0","80","65","68",,,,,,
"USC00440021","2000-07-15",,,,"0.12","0.0","0.0","84","62","63",,,,,,
"USC00440021","2000-07-16",,,,"0.10","0.0","0.0","80","59","63",,,,,,
"USC00440021","2000-07-17",,,,"0.00","0.0","0.0","80","57","59",,,,,,
"USC00440021","2000-07-18",,,,"0.00","0.0","0.0","83","59","64",,,,,,
"USC00440021","2000-07-19",,,,"0.00","0.0","0.0","82","63","67",,,,,,
"USC00440021","2000-07-20",,,,"0.17","0.0","0.0","83","63","64",,,,,,
"USC00440021","2000-07-21",,,,"0.00","0.0","0.0","82","59","67",,,,,,
"USC00440021","2000-07-22",,,,"0.00","0.0","0.0","82","59","67",,,,,,
"USC00440021","2000-07-23",,,,"0.00","0.0","0.0","81","61","63",,,,,,
"USC00440021","2000-07-24",,,,"0.92","0.0","0.0","75","61","63",,,,,,
"USC00440021","2000-07-25",,,,"0.33","0.0","0.0","76","61","62",,,,,,
"USC00440021","2000-07-26",,,,"0.00","0.0","0.0","75","59","63",,,,,,
"USC00440021","2000-07-27",,,,"0.00","0.0","0.0","82","59","64",,,,,,
"USC00440021","2000-07-28",,,,"0.00","0.0","0.0","83","58","61",,,,,,
"USC00440021","2000-07-29",,,,"0.00","0.0","0.0","85","58","62",,,,,,
"USC00440021","2000-07-30",,,,"0.00","0.0","0.0","85","62","68",,,,,,
"USC00440021","2000-07-31",,,,"0.00","0.0","0.0","86","62","67",,,,,,
"USC00440021","2000-08-01",,,,"0.30","0.0","0.0","83","64","66",,,,,,
"USC00440021","2000-08-02",,,,"0.00","0.0","0.0","86","64","67",,,,,,
"USC00440021","2000-08-03",,,,"0.37","0.0","0.0","78","66","67",,,,,,
"USC00440021","2000-08-04",,,,"0.70","0.0","0.0","82","61","62",,,,,,
"USC00440021","2000-08-05",,,,"0.11","0.0","0.0","81","61","65",,,,,,
"USC00440021","2000-08-06",,,,"0.04","0.0","0.0","82","63","67",,,,,,
"USC00440021","2000-08-07",,,,"0.00","0.0","0.0","84","66","69",,,,,,
"USC00440021","2000-08-08",,,,"0.05","0.0","0.0","85","65","67",,,,,,
"USC00440021","2000-08-09",,,,"0.09","0.0","0.0","87","63","65",,,,,,
"USC00440021","2000-08-10",,,,"0.67","0.0","0.0","87","63","65",,,,,,
"USC00440021","2000-08-11",,,,"0.00","0.0","0.0","85","62","65",,,,,,
"USC00440021","2000-08-12",,,,"0.00","0.0","0.0","78","55","61",,,,,,
"USC00440021","2000-08-13",,,,"0.00","0.0","0.0","76","53","55",,,,,,
"USC00440021","2000-08-14",,,,"0.00","0.0","0.0","77","54","55",,,,,,
"USC00440021","2000-08-15",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00440021","2000-08-16",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00440021","2000-08-17",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00440021","2000-08-18",,,,"0.06","0.0","0.0","86","65","66",,,,,,
"USC00440021","2000-08-19",,,,"0.00","0.0","0.0","86","56","58",,,,,,
"USC00440021","2000-08-20",,,,"0.00","0.0","0.0","80","58","64",,,,,,
"USC00440021","2000-08-21",,,,"0.00","0.0","0.0","80","56","59",,,,,,
"USC00440021","2000-08-22",,,,"0.00","0.0","0.0","80","56","58",,,,,,
"USC00440021","2000-08-23",,,,"0.00","0.0","0.0","82","56","62",,,,,,
"USC00440021","2000-08-24",,,,"0.86","0.0","0.0","74","62","64",,,,,,
"USC00440021","2000-08-25",,,,"0.33","0.0","0.0","79","62","63",,,,,,
"USC00440021","2000-08-26",,,,"0.27","0.0","0.0","79","58","58",,,,,,
"USC00440021","2000-08-27",,,,"0.00","0.0","0.0","83","58","63",,,,,,
"USC00440021","2000-08-28",,,,"0.59","0.0","0.0","78","60","63",,,,,,
"USC00440021","2000-08-29",,,,"0.00","0.0","0.0","80","60","61",,,,,,
"USC00440021","2000-08-30",,,,"0.00","0.0","0.0","80","58","64",,,,,,
"USC00440021","2000-08-31",,,,"0.00","0.0","0.0","82","59","67",,,,,,
"USC00440021","2000-09-01",,,,"0.00","0.0","0.0","84","67","67",,,,,,
"USC00440021","2000-09-02",,,,"0.13","0.0","0.0","83","66","67",,,,,,
"USC00440021","2000-09-03",,,,"0.00","0.0","0.0","81","64","66",,,,,,
"USC00440021","2000-09-04",,,,"0.00","0.0","0.0","81","64","65",,,,,,
"USC00440021","2000-09-05",,,,"0.04","0.0","0.0","83","63","67",,,,,,
"USC00440021","2000-09-06",,,,"0.00","0.0","0.0","73","54","54",,,,,,
"USC00440021","2000-09-07",,,,"0.00","0.0","0.0","72","54","55",,,,,,
"USC00440021","2000-09-08",,,,"0.00","0.0","0.0","78","57","59",,,,,,
"USC00440021","2000-09-09",,,,"0.00","0.0","0.0","83","59","60",,,,,,
"USC00440021","2000-09-10",,,,"0.00","0.0","0.0","86","62","64",,,,,,
"USC00440021","2000-09-11",,,,"0.00","0.0","0.0","87","64","67",,,,,,
"USC00440021","2000-09-12",,,,"0.00","0.0","0.0","87","62","65",,,,,,
"USC00440021","2000-09-13",,,,"0.00","0.0","0.0","83","64","66",,,,,,
"USC00440021","2000-09-14",,,,"0.00","0.0","0.0","84","60","68",,,,,,
"USC00440021","2000-09-15",,,,"0.00","0.0","0.0","83","60","60",,,,,,
"USC00440021","2000-09-16",,,,"0.00","0.0","0.0","69","40","41",,,,,,
"USC00440021","2000-09-17",,,,"0.00","0.0","0.0","64","36","39",,,,,,
"USC00440021","2000-09-18",,,,"0.00","0.0","0.0","69","40","49",,,,,,
"USC00440021","2000-09-19",,,,"0.00","0.0","0.0","72","49","57",,,,,,
"USC00440021","2000-09-20",,,,"0.00","0.0","0.0","81","49","54",,,,,,
"USC00440021","2000-09-21",,,,"0.85","0.0","0.0","83","54","66",,,,,,
"USC00440021","2000-09-22",,,,"0.00","0.0","0.0","83","54","57",,,,,,
"USC00440021","2000-09-23",,,,"0.09","0.0","0.0","70","57","59",,,,,,
"USC00440021","2000-09-24",,,,"0.00","0.0","0.0","78","61","64",,,,,,
"USC00440021","2000-09-25",,,,"0.17","0.0","0.0","79","48","48",,,,,,
"USC00440021","2000-09-26",,,,"0.51","0.0","0.0","74","48","48",,,,,,
"USC00440021","2000-09-27",,,,"0.00","0.0","0.0","51","39","40",,,,,,
"USC00440021","2000-09-28",,,,"0.00","0.0","0.0","70","39","47",,,,,,
"USC00440021","2000-09-29",,,,"0.00","0.0","0.0","68","42","46",,,,,,
"USC00440021","2000-09-30",,,,"0.00","0.0","0.0","70","44","45",,,,,,
"USC00440021","2000-10-01",,,,"0.00","0.0","0.0","73","44","47",,,,,,
"USC00440021","2000-10-02",,,,"0.00","0.0","0.0","75","45","49",,,,,,
"USC00440021","2000-10-03",,,,"0.00","0.0","0.0","75","50","50",,,,,,
"USC00440021","2000-10-04",,,,"0.00","0.0","0.0","81","51","52",,,,,,
"USC00440021","2000-10-05",,,,"0.00","0.0","0.0","81","51","52",,,,,,
"USC00440021","2000-10-06",,,,"0.00","0.0","0.0","81","51","60",,,,,,
"USC00440021","2000-10-07",,,,"0.05","0.0","0.0","67","39","39",,,,,,
"USC00440021","2000-10-08",,,,"0.00","0.0","0.0","67","25","26",,,,,,
"USC00440021","2000-10-09",,,,"0.00","0.0","0.0","47","26","31",,,,,,
"USC00440021","2000-10-10",,,,"0.00","0.0","0.0","46","27","27",,,,,,
"USC00440021","2000-10-11",,,,"0.00","0.0","0.0","60","27","27",,,,,,
"USC00440021","2000-10-12",,,,"0.00","0.0","0.0","67","27","33",,,,,,
"USC00440021","2000-10-13",,,,"0.00","0.0","0.0","76","33","35",,,,,,
"USC00440021","2000-10-14",,,,"0.00","0.0","0.0","76","33","34",,,,,,
"USC00440021","2000-10-15",,,,"0.00","0.0","0.0","74","34","37",,,,,,
"USC00440021","2000-10-16",,,,"0.00","0.0","0.0","75","37","44",,,,,,
"USC00440021","2000-10-17",,,,"0.00","0.0","0.0","77","37","50",,,,,,
"USC00440021","2000-10-18",,,,"0.00","0.0","0.0","77","37","37",,,,,,
"USC00440021","2000-10-19",,,,"0.00","0.0","0.0","78","37","39",,,,,,
"USC00440021","2000-10-20",,,,"0.00","0.0","0.0","74","40","42",,,,,,
"USC00440021","2000-10-21",,,,"0.00","0.0","0.0","74","43","49",,,,,,
"USC00440021","2000-10-22",,,,"0.00","0.0","0.0","74","43","52",,,,,,
"USC00440021","2000-10-23",,,,"0.00","0.0","0.0","77","49","53",,,,,,
"USC00440021","2000-10-24",,,,"0.08","0.0","0.0","77","48","55",,,,,,
"USC00440021","2000-10-25",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00440021","2000-10-26",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00440021","2000-10-27",,,,"0.00","0.0","0.0","73","47","48",,,,,,
"USC00440021","2000-10-28",,,,"0.00","0.0","0.0","75","47","48",,,,,,
"USC00440021","2000-10-29",,,,"0.00","0.0","0.0","73","35","37",,,,,,
"USC00440021","2000-10-30",,,,"0.00","0.0","0.0","69","27","33",,,,,,
"USC00440021","2000-10-31",,,,"0.00","0.0","0.0","69","27","36",,,,,,
"USC00440021","2000-11-01",,,,"0.00","0.0","0.0","71","31","33",,,,,,
"USC00440021","2000-11-02",,,,"0.00","0.0","0.0","74","33","40",,,,,,
"USC00440021","2000-11-03",,,,"0.00","0.0","0.0","76","33","50",,,,,,
"USC00440021","2000-11-04",,,,"0.00","0.0","0.0","70","49","52",,,,,,
"USC00440021","2000-11-05",,,,"0.00","0.0","0.0","70","34","37",,,,,,
"USC00440021","2000-11-06",,,,"0.00","0.0","0.0","60","33","42",,,,,,
"USC00440021","2000-11-07",,,,"0.04","0.0","0.0","68","42","51",,,,,,
"USC00440021","2000-11-08",,,,"0.12","0.0","0.0","66","51","57",,,,,,
"USC00440021","2000-11-09",,,,"0.18","0.0","0.0","76","57","61",,,,,,
"USC00440021","2000-11-10",,,,"0.89","0.0","0.0","68","41","41",,,,,,
"USC00440021","2000-11-11",,,,"0.00","0.0","0.0","52","36","39",,,,,,
"USC00440021","2000-11-12",,,,"0.00","0.0","0.0","53","28","37",,,,,,
"USC00440021","2000-11-13",,,,"0.00","0.0","0.0","59","32","36",,,,,,
"USC00440021","2000-11-14",,,,"0.13","0.0","0.0","59","32","39",,,,,,
"USC00440021","2000-11-15",,,,"0.00","0.0","0.0","47","31","33",,,,,,
"USC00440021","2000-11-16",,,,"0.00","0.0","0.0","44","26","29",,,,,,
"USC00440021","2000-11-17",,,,"0.17","0.0","0.0","45","26","40",,,,,,
"USC00440021","2000-11-18",,,,"0.00","0.0","0.0","45","24","27",,,,,,
"USC00440021","2000-11-19",,,,"0.00","0.0","0.0","34","27","30",,,,,,
"USC00440021","2000-11-20",,,,"0.00","0.0","0.0","36","30","32",,,,,,
"USC00440021","2000-11-21",,,,"0.00","0.0","0.0","42","21","22",,,,,,
"USC00440021","2000-11-22",,,,"0.00","0.0","0.0","30","11","13",,,,,,
"USC00440021","2000-11-23",,,,"0.00","0.0","0.0","39","13","19",,,,,,
"USC00440021","2000-11-24",,,,"0.00","0.0","0.0","47","30","31",,,,,,
"USC00440021","2000-11-25",,,,"0.10","0.0","0.0","51","39","42",,,,,,
"USC00440021","2000-11-26",,,,"0.06","0.0","0.0","52","39","42",,,,,,
"USC00440021","2000-11-27",,,,"0.04","0.0","0.0","44","37","38",,,,,,
